Elem,Thickness (mm),SCF,curve_type
125260,18,1,DNV-CD
125261,18,1,DNV-CD
125262,18,1,DNV-CD
125263,18,1,DNV-CD
125264,18,1,DNV-CD
125265,18,1,DNV-CD
125266,18,1,DNV-CD
125267,18,1,DNV-CD
125268,18,1,DNV-CD
125269,18,1,DNV-CD
125270,18,1,DNV-CD
125271,18,1,DNV-CD
125272,18,1,DNV-CD
125273,18,1,DNV-CD
125274,18,1,DNV-CD
125275,18,1,DNV-CD
125276,18,1,DNV-CD
125277,18,1,DNV-CD
125278,18,1,DNV-CD
125279,18,1,DNV-CD
125280,18,1,DNV-CD
125281,18,1,DNV-CD
125282,18,1,DNV-CD
125283,18,1,DNV-CD
125284,18,1,DNV-CD
125285,18,1,DNV-CD
125286,18,1,DNV-CD
125287,18,1,DNV-CD
125288,18,1,DNV-CD
125289,18,1,DNV-CD
125290,18,1,DNV-CD
125291,18,1,DNV-CD
125292,18,1,DNV-CD
125293,18,1,DNV-CD
125294,18,1,DNV-CD
125295,18,1,DNV-CD
125296,18,1,DNV-CD
125297,18,1,DNV-CD
125298,20,1,DNV-CD
125299,20,1,DNV-CD
125300,20,1,DNV-CD
125301,20,1,DNV-CD
125302,20,1,DNV-CD
125303,20,1,DNV-CD
125304,20,1,DNV-CD
125305,20,1,DNV-CD
125306,20,1,DNV-CD
125307,18,1,DNV-CD
125308,18,1,DNV-CD
125309,18,1,DNV-CD
125310,18,1,DNV-CD
125311,18,1,DNV-CD
125312,18,1,DNV-CD
125313,18,1,DNV-CD
125314,18,1,DNV-CD
125315,18,1,DNV-CD
125316,18,1,DNV-CD
125317,18,1,DNV-CD
125318,18,1,DNV-CD
125319,18,1,DNV-CD
125320,18,1,DNV-CD
125321,18,1,DNV-CD
125322,18,1,DNV-CD
125323,18,1,DNV-CD
125324,18,1,DNV-CD
125325,18,1,DNV-CD
125326,18,1,DNV-CD
125327,18,1,DNV-CD
125328,18,1,DNV-CD
125329,18,1,DNV-CD
125330,18,1,DNV-CD
125331,18,1,DNV-CD
125332,18,1,DNV-CD
125333,18,1,DNV-CD
125334,18,1,DNV-CD
125335,18,1,DNV-CD
125336,18,1,DNV-CD
125337,18,1,DNV-CD
125338,18,1,DNV-CD
125339,18,1,DNV-CD
125340,18,1,DNV-CD
125341,18,1,DNV-CD
125342,18,1,DNV-CD
125343,18,1,DNV-CD
125344,18,1,DNV-CD
125345,18,1,DNV-CD
125346,18,1,DNV-CD
125347,18,1,DNV-CD
125348,18,1,DNV-CD
125349,18,1,DNV-CD
125350,18,1,DNV-CD
125351,18,1,DNV-CD
125352,18,1,DNV-CD
125353,18,1,DNV-CD
125354,18,1,DNV-CD
125355,18,1,DNV-CD
125356,18,1,DNV-CD
125357,18,1,DNV-CD
125358,18,1,DNV-CD
125359,18,1,DNV-CD
125360,18,1,DNV-CD
125361,18,1,DNV-CD
125362,18,1,DNV-CD
125363,18,1,DNV-CD
125364,18,1,DNV-CD
125365,18,1,DNV-CD
125366,18,1,DNV-CD
125367,18,1,DNV-CD
125368,18,1,DNV-CD
125369,18,1,DNV-CD
125370,18,1,DNV-CD
125371,18,1,DNV-CD
125372,18,1,DNV-CD
125373,18,1,DNV-CD
125374,20,1,DNV-CD
125375,18,1,DNV-CD
125376,20,1,DNV-CD
125377,20,1,DNV-CD
125378,20,1,DNV-CD
125379,18,1,DNV-CD
125380,18,1,DNV-CD
125381,18,1,DNV-CD
125382,18,1,DNV-CD
125383,18,1,DNV-CD
125384,18,1,DNV-CD
125385,18,1,DNV-CD
125386,18,1,DNV-CD
125387,18,1,DNV-CD
125388,18,1,DNV-CD
125389,18,1,DNV-CD
125390,18,1,DNV-CD
125391,18,1,DNV-CD
125392,18,1,DNV-CD
125393,18,1,DNV-CD
125394,18,1,DNV-CD
125395,18,1,DNV-CD
125396,18,1,DNV-CD
125397,18,1,DNV-CD
125398,18,1,DNV-CD
125399,18,1,DNV-CD
125400,18,1,DNV-CD
125401,18,1,DNV-CD
125402,18,1,DNV-CD
125403,18,1,DNV-CD
125404,18,1,DNV-CD
125405,18,1,DNV-CD
125406,18,1,DNV-CD
125407,18,1,DNV-CD
125408,18,1,DNV-CD
125409,18,1,DNV-CD
125410,18,1,DNV-CD
125411,18,1,DNV-CD
125412,18,1,DNV-CD
125413,18,1,DNV-CD
125414,18,1,DNV-CD
125415,18,1,DNV-CD
125416,18,1,DNV-CD
125417,18,1,DNV-CD
125418,18,1,DNV-CD
125419,18,1,DNV-CD
125420,20,1,DNV-CD
125421,18,1,DNV-CD
125422,20,1,DNV-CD
125423,20,1,DNV-CD
125424,20,1,DNV-CD
125425,18,1,DNV-CD
125426,18,1,DNV-CD
125427,18,1,DNV-CD
125428,18,1,DNV-CD
125429,18,1,DNV-CD
125430,18,1,DNV-CD
125431,18,1,DNV-CD
125432,18,1,DNV-CD
125433,18,1,DNV-CD
125434,18,1,DNV-CD
125435,18,1,DNV-CD
125436,18,1,DNV-CD
125437,18,1,DNV-CD
125438,18,1,DNV-CD
125439,18,1,DNV-CD
125440,18,1,DNV-CD
125441,18,1,DNV-CD
125442,18,1,DNV-CD
125443,18,1,DNV-CD
125444,18,1,DNV-CD
125445,18,1,DNV-CD
125446,18,1,DNV-CD
125447,18,1,DNV-CD
125448,18,1,DNV-CD
125449,18,1,DNV-CD
125450,18,1,DNV-CD
125451,18,1,DNV-CD
125452,18,1,DNV-CD
125453,18,1,DNV-CD
125454,18,1,DNV-CD
125455,18,1,DNV-CD
125456,18,1,DNV-CD
125457,18,1,DNV-CD
125458,18,1,DNV-CD
125459,18,1,DNV-CD
125460,18,1,DNV-CD
125461,18,1,DNV-CD
125462,18,1,DNV-CD
125463,18,1,DNV-CD
125464,18,1,DNV-CD
125465,18,1,DNV-CD
125466,18,1,DNV-CD
125467,18,1,DNV-CD
125468,18,1,DNV-CD
125469,18,1,DNV-CD
125470,18,1,DNV-CD
125471,18,1,DNV-CD
125472,18,1,DNV-CD
125473,18,1,DNV-CD
125474,18,1,DNV-CD
125475,18,1,DNV-CD
125476,18,1,DNV-CD
125477,18,1,DNV-CD
125478,18,1,DNV-CD
125479,18,1,DNV-CD
125480,18,1,DNV-CD
125481,18,1,DNV-CD
125482,18,1,DNV-CD
125483,18,1,DNV-CD
125484,18,1,DNV-CD
125485,18,1,DNV-CD
125486,18,1,DNV-CD
125487,18,1,DNV-CD
125488,18,1,DNV-CD
125489,18,1,DNV-CD
125490,18,1,DNV-CD
125491,18,1,DNV-CD
125492,18,1,DNV-CD
125493,18,1,DNV-CD
125494,18,1,DNV-CD
125495,18,1,DNV-CD
125496,18,1,DNV-CD
125497,18,1,DNV-CD
125498,18,1,DNV-CD
125499,18,1,DNV-CD
125500,18,1,DNV-CD
125501,18,1,DNV-CD
125502,18,1,DNV-CD
125503,18,1,DNV-CD
125504,18,1,DNV-CD
125505,18,1,DNV-CD
125506,18,1,DNV-CD
125507,18,1,DNV-CD
125508,18,1,DNV-CD
125509,18,1,DNV-CD
125510,18,1,DNV-CD
125511,18,1,DNV-CD
125512,18,1,DNV-CD
125513,18,1,DNV-CD
125514,18,1,DNV-CD
125515,18,1,DNV-CD
125516,18,1,DNV-CD
125517,18,1,DNV-CD
125518,18,1,DNV-CD
125519,18,1,DNV-CD
125520,18,1,DNV-CD
125521,18,1,DNV-CD
125522,18,1,DNV-CD
125523,18,1,DNV-CD
125524,18,1,DNV-CD
125525,18,1,DNV-CD
125526,18,1,DNV-CD
125527,18,1,DNV-CD
125528,18,1,DNV-CD
125529,18,1,DNV-CD
125530,18,1,DNV-CD
125531,18,1,DNV-CD
125532,18,1,DNV-CD
125533,18,1,DNV-CD
125534,18,1,DNV-CD
125535,18,1,DNV-CD
125536,18,1,DNV-CD
125537,18,1,DNV-CD
125538,18,1,DNV-CD
125539,18,1,DNV-CD
125540,18,1,DNV-CD
125541,18,1,DNV-CD
125542,18,1,DNV-CD
125543,18,1,DNV-CD
125544,18,1,DNV-CD
125545,18,1,DNV-CD
125546,18,1,DNV-CD
125547,18,1,DNV-CD
125548,18,1,DNV-CD
125549,18,1,DNV-CD
125550,18,1,DNV-CD
125551,18,1,DNV-CD
125552,18,1,DNV-CD
125553,18,1,DNV-CD
125554,18,1,DNV-CD
125555,18,1,DNV-CD
125556,18,1,DNV-CD
125557,18,1,DNV-CD
125558,18,1,DNV-CD
125559,18,1,DNV-CD
125560,18,1,DNV-CD
125561,18,1,DNV-CD
125562,18,1,DNV-CD
125563,18,1,DNV-CD
125564,18,1,DNV-CD
125565,18,1,DNV-CD
125566,18,1,DNV-CD
125567,18,1,DNV-CD
125568,18,1,DNV-CD
125569,18,1,DNV-CD
125570,18,1,DNV-CD
125571,18,1,DNV-CD
125572,18,1,DNV-CD
125573,18,1,DNV-CD
125574,18,1,DNV-CD
125575,18,1,DNV-CD
125576,18,1,DNV-CD
125577,18,1,DNV-CD
125578,18,1,DNV-CD
125579,18,1,DNV-CD
125580,18,1,DNV-CD
125581,18,1,DNV-CD
125582,18,1,DNV-CD
125583,18,1,DNV-CD
125584,18,1,DNV-CD
125585,18,1,DNV-CD
125586,18,1,DNV-CD
125587,18,1,DNV-CD
125588,18,1,DNV-CD
125589,18,1,DNV-CD
125590,18,1,DNV-CD
125591,18,1,DNV-CD
125592,18,1,DNV-CD
125593,18,1,DNV-CD
125594,18,1,DNV-CD
125595,18,1,DNV-CD
125596,18,1,DNV-CD
125597,18,1,DNV-CD
125598,18,1,DNV-CD
125599,18,1,DNV-CD
125600,18,1,DNV-CD
125601,18,1,DNV-CD
125602,18,1,DNV-CD
125603,18,1,DNV-CD
125604,18,1,DNV-CD
125605,18,1,DNV-CD
125606,18,1,DNV-CD
125607,18,1,DNV-CD
125608,18,1,DNV-CD
125609,18,1,DNV-CD
125610,18,1,DNV-CD
125611,18,1,DNV-CD
125612,18,1,DNV-CD
125613,18,1,DNV-CD
125614,18,1,DNV-CD
125615,18,1,DNV-CD
125616,18,1,DNV-CD
125617,18,1,DNV-CD
125618,18,1,DNV-CD
125619,18,1,DNV-CD
125620,18,1,DNV-CD
125621,18,1,DNV-CD
125622,18,1,DNV-CD
125623,18,1,DNV-CD
125624,18,1,DNV-CD
125625,18,1,DNV-CD
125626,18,1,DNV-CD
125627,18,1,DNV-CD
125628,18,1,DNV-CD
125629,18,1,DNV-CD
125630,18,1,DNV-CD
125631,18,1,DNV-CD
125632,18,1,DNV-CD
125633,18,1,DNV-CD
125634,18,1,DNV-CD
125635,18,1,DNV-CD
125636,18,1,DNV-CD
125637,18,1,DNV-CD
125638,18,1,DNV-CD
125639,18,1,DNV-CD
125640,18,1,DNV-CD
125641,18,1,DNV-CD
125642,18,1,DNV-CD
125643,18,1,DNV-CD
125644,18,1,DNV-CD
125645,18,1,DNV-CD
125646,18,1,DNV-CD
125647,18,1,DNV-CD
125648,18,1,DNV-CD
125649,18,1,DNV-CD
125650,18,1,DNV-CD
125651,18,1,DNV-CD
125652,18,1,DNV-CD
125653,18,1,DNV-CD
125654,18,1,DNV-CD
125655,18,1,DNV-CD
125656,18,1,DNV-CD
125657,18,1,DNV-CD
125658,18,1,DNV-CD
125659,18,1,DNV-CD
125660,18,1,DNV-CD
125661,18,1,DNV-CD
125662,18,1,DNV-CD
125663,18,1,DNV-CD
125664,18,1,DNV-CD
125665,18,1,DNV-CD
125666,18,1,DNV-CD
125667,18,1,DNV-CD
125668,18,1,DNV-CD
125669,18,1,DNV-CD
125670,18,1,DNV-CD
125671,18,1,DNV-CD
125672,18,1,DNV-CD
125673,18,1,DNV-CD
125674,18,1,DNV-CD
125675,18,1,DNV-CD
125676,18,1,DNV-CD
125677,18,1,DNV-CD
125678,18,1,DNV-CD
125679,18,1,DNV-CD
125680,18,1,DNV-CD
125681,18,1,DNV-CD
125682,18,1,DNV-CD
125683,18,1,DNV-CD
125684,18,1,DNV-CD
125685,18,1,DNV-CD
125686,18,1,DNV-CD
125687,18,1,DNV-CD
125688,18,1,DNV-CD
125689,18,1,DNV-CD
125690,18,1,DNV-CD
125691,18,1,DNV-CD
125692,18,1,DNV-CD
125693,18,1,DNV-CD
125694,18,1,DNV-CD
125695,18,1,DNV-CD
125696,18,1,DNV-CD
125697,18,1,DNV-CD
125698,18,1,DNV-CD
125699,18,1,DNV-CD
125700,18,1,DNV-CD
125701,18,1,DNV-CD
125702,18,1,DNV-CD
125703,18,1,DNV-CD
125704,18,1,DNV-CD
125705,18,1,DNV-CD
125706,18,1,DNV-CD
125707,18,1,DNV-CD
125708,18,1,DNV-CD
125709,18,1,DNV-CD
125710,18,1,DNV-CD
125711,18,1,DNV-CD
125712,18,1,DNV-CD
125713,18,1,DNV-CD
125714,18,1,DNV-CD
125715,18,1,DNV-CD
125716,18,1,DNV-CD
125717,18,1,DNV-CD
125718,18,1,DNV-CD
125719,18,1,DNV-CD
125720,18,1,DNV-CD
125721,18,1,DNV-CD
125722,18,1,DNV-CD
125723,18,1,DNV-CD
125724,18,1,DNV-CD
125725,18,1,DNV-CD
125726,18,1,DNV-CD
125727,18,1,DNV-CD
125728,18,1,DNV-CD
125729,18,1,DNV-CD
125730,18,1,DNV-CD
125731,18,1,DNV-CD
125732,18,1,DNV-CD
125733,18,1,DNV-CD
125734,18,1,DNV-CD
125735,18,1,DNV-CD
125736,18,1,DNV-CD
125737,18,1,DNV-CD
125738,18,1,DNV-CD
125739,18,1,DNV-CD
125740,18,1,DNV-CD
125741,18,1,DNV-CD
125742,18,1,DNV-CD
125743,18,1,DNV-CD
125744,18,1,DNV-CD
125745,18,1,DNV-CD
125746,18,1,DNV-CD
125747,18,1,DNV-CD
125748,18,1,DNV-CD
125749,18,1,DNV-CD
125750,18,1,DNV-CD
125751,18,1,DNV-CD
125752,18,1,DNV-CD
125753,18,1,DNV-CD
125754,18,1,DNV-CD
125755,18,1,DNV-CD
125756,18,1,DNV-CD
125757,18,1,DNV-CD
125758,18,1,DNV-CD
125759,18,1,DNV-CD
125760,18,1,DNV-CD
125761,18,1,DNV-CD
125762,18,1,DNV-CD
125763,18,1,DNV-CD
125764,18,1,DNV-CD
125765,18,1,DNV-CD
125766,18,1,DNV-CD
125767,18,1,DNV-CD
125768,18,1,DNV-CD
125769,18,1,DNV-CD
125770,18,1,DNV-CD
125771,18,1,DNV-CD
125772,18,1,DNV-CD
125773,18,1,DNV-CD
125774,18,1,DNV-CD
125775,18,1,DNV-CD
125776,18,1,DNV-CD
125777,18,1,DNV-CD
125778,18,1,DNV-CD
125779,18,1,DNV-CD
125780,18,1,DNV-CD
125781,18,1,DNV-CD
125782,18,1,DNV-CD
125783,18,1,DNV-CD
125784,18,1,DNV-CD
125785,18,1,DNV-CD
125786,18,1,DNV-CD
125787,18,1,DNV-CD
125788,18,1,DNV-CD
125789,18,1,DNV-CD
125790,18,1,DNV-CD
125791,18,1,DNV-CD
125792,18,1,DNV-CD
125793,18,1,DNV-CD
125794,18,1,DNV-CD
125795,18,1,DNV-CD
125796,18,1,DNV-CD
125797,18,1,DNV-CD
125798,18,1,DNV-CD
125799,18,1,DNV-CD
125800,18,1,DNV-CD
125801,18,1,DNV-CD
125802,18,1,DNV-CD
125803,18,1,DNV-CD
125804,18,1,DNV-CD
125805,18,1,DNV-CD
125806,18,1,DNV-CD
125807,18,1,DNV-CD
125808,18,1,DNV-CD
125809,18,1,DNV-CD
125810,18,1,DNV-CD
125811,18,1,DNV-CD
125812,18,1,DNV-CD
125813,18,1,DNV-CD
125814,18,1,DNV-CD
125815,18,1,DNV-CD
125816,18,1,DNV-CD
125817,18,1,DNV-CD
125818,18,1,DNV-CD
125819,18,1,DNV-CD
125820,18,1,DNV-CD
125821,18,1,DNV-CD
125822,18,1,DNV-CD
125823,18,1,DNV-CD
125824,18,1,DNV-CD
125825,18,1,DNV-CD
125826,18,1,DNV-CD
125827,18,1,DNV-CD
125828,18,1,DNV-CD
125829,18,1,DNV-CD
125830,18,1,DNV-CD
125831,18,1,DNV-CD
125832,18,1,DNV-CD
125833,18,1,DNV-CD
125834,18,1,DNV-CD
125835,18,1,DNV-CD
125836,18,1,DNV-CD
125837,18,1,DNV-CD
125838,18,1,DNV-CD
125839,18,1,DNV-CD
125840,18,1,DNV-CD
125841,18,1,DNV-CD
125842,18,1,DNV-CD
125843,18,1,DNV-CD
125844,18,1,DNV-CD
125845,18,1,DNV-CD
125846,18,1,DNV-CD
125847,18,1,DNV-CD
125848,18,1,DNV-CD
125849,18,1,DNV-CD
125850,18,1,DNV-CD
125851,18,1,DNV-CD
125852,18,1,DNV-CD
125853,18,1,DNV-CD
125854,18,1,DNV-CD
125855,18,1,DNV-CD
125856,18,1,DNV-CD
125857,18,1,DNV-CD
125858,18,1,DNV-CD
125859,18,1,DNV-CD
125860,18,1,DNV-CD
125861,18,1,DNV-CD
125862,18,1,DNV-CD
125863,18,1,DNV-CD
125864,18,1,DNV-CD
125865,18,1,DNV-CD
125866,18,1,DNV-CD
125867,18,1,DNV-CD
125868,18,1,DNV-CD
125869,18,1,DNV-CD
125870,18,1,DNV-CD
125871,18,1,DNV-CD
125872,18,1,DNV-CD
125873,18,1,DNV-CD
125874,18,1,DNV-CD
125875,18,1,DNV-CD
125876,18,1,DNV-CD
125877,18,1,DNV-CD
125878,18,1,DNV-CD
125879,18,1,DNV-CD
125880,18,1,DNV-CD
125881,18,1,DNV-CD
125882,18,1,DNV-CD
125883,18,1,DNV-CD
125884,18,1,DNV-CD
125885,18,1,DNV-CD
125886,18,1,DNV-CD
125887,18,1,DNV-CD
125888,18,1,DNV-CD
125889,18,1,DNV-CD
125890,18,1,DNV-CD
125891,18,1,DNV-CD
125892,18,1,DNV-CD
125893,18,1,DNV-CD
125894,18,1,DNV-CD
125895,18,1,DNV-CD
125896,18,1,DNV-CD
125897,18,1,DNV-CD
125898,18,1,DNV-CD
125899,18,1,DNV-CD
125900,18,1,DNV-CD
125901,18,1,DNV-CD
125902,18,1,DNV-CD
125903,18,1,DNV-CD
125904,18,1,DNV-CD
125905,18,1,DNV-CD
125906,18,1,DNV-CD
125907,18,1,DNV-CD
125908,18,1,DNV-CD
125909,18,1,DNV-CD
125910,18,1,DNV-CD
125911,18,1,DNV-CD
125912,18,1,DNV-CD
125913,18,1,DNV-CD
125914,18,1,DNV-CD
125915,18,1,DNV-CD
125916,18,1,DNV-CD
125917,18,1,DNV-CD
125918,18,1,DNV-CD
125919,18,1,DNV-CD
125920,18,1,DNV-CD
125921,18,1,DNV-CD
125922,18,1,DNV-CD
125923,18,1,DNV-CD
125924,18,1,DNV-CD
125925,18,1,DNV-CD
125926,18,1,DNV-CD
125927,18,1,DNV-CD
125928,18,1,DNV-CD
125929,18,1,DNV-CD
125930,18,1,DNV-CD
125931,18,1,DNV-CD
125932,18,1,DNV-CD
125933,18,1,DNV-CD
125934,18,1,DNV-CD
125935,18,1,DNV-CD
125936,18,1,DNV-CD
125937,18,1,DNV-CD
125938,18,1,DNV-CD
125939,18,1,DNV-CD
125940,18,1,DNV-CD
125941,18,1,DNV-CD
125942,18,1,DNV-CD
125943,18,1,DNV-CD
125944,18,1,DNV-CD
125945,18,1,DNV-CD
125946,18,1,DNV-CD
125947,18,1,DNV-CD
125948,18,1,DNV-CD
125949,18,1,DNV-CD
125950,18,1,DNV-CD
125951,18,1,DNV-CD
125952,18,1,DNV-CD
125953,18,1,DNV-CD
125954,18,1,DNV-CD
125955,18,1,DNV-CD
125956,18,1,DNV-CD
125957,18,1,DNV-CD
125958,18,1,DNV-CD
125959,18,1,DNV-CD
125960,18,1,DNV-CD
125961,18,1,DNV-CD
125962,18,1,DNV-CD
125963,18,1,DNV-CD
125964,18,1,DNV-CD
125965,18,1,DNV-CD
125966,18,1,DNV-CD
125967,18,1,DNV-CD
125968,18,1,DNV-CD
125969,18,1,DNV-CD
125970,18,1,DNV-CD
125971,18,1,DNV-CD
125972,18,1,DNV-CD
125973,18,1,DNV-CD
125974,18,1,DNV-CD
125975,18,1,DNV-CD
125976,18,1,DNV-CD
125977,18,1,DNV-CD
125978,18,1,DNV-CD
125979,18,1,DNV-CD
125980,18,1,DNV-CD
125981,18,1,DNV-CD
125982,18,1,DNV-CD
125983,18,1,DNV-CD
125984,18,1,DNV-CD
125985,18,1,DNV-CD
125986,18,1,DNV-CD
125987,18,1,DNV-CD
125988,18,1,DNV-CD
125989,18,1,DNV-CD
125990,18,1,DNV-CD
125991,18,1,DNV-CD
125992,18,1,DNV-CD
125993,18,1,DNV-CD
125994,18,1,DNV-CD
125995,18,1,DNV-CD
125996,18,1,DNV-CD
125997,18,1,DNV-CD
125998,18,1,DNV-CD
125999,18,1,DNV-CD
126000,18,1,DNV-CD
126001,18,1,DNV-CD
126002,18,1,DNV-CD
126003,18,1,DNV-CD
126004,18,1,DNV-CD
126005,18,1,DNV-CD
126006,18,1,DNV-CD
126007,18,1,DNV-CD
126008,18,1,DNV-CD
126009,18,1,DNV-CD
126010,18,1,DNV-CD
126011,18,1,DNV-CD
126012,18,1,DNV-CD
126013,18,1,DNV-CD
126014,18,1,DNV-CD
126015,18,1,DNV-CD
126016,18,1,DNV-CD
126017,18,1,DNV-CD
126018,18,1,DNV-CD
126019,18,1,DNV-CD
126020,18,1,DNV-CD
126021,18,1,DNV-CD
126022,18,1,DNV-CD
126023,18,1,DNV-CD
126024,18,1,DNV-CD
126025,18,1,DNV-CD
126026,18,1,DNV-CD
126027,18,1,DNV-CD
126028,18,1,DNV-CD
126029,18,1,DNV-CD
126030,18,1,DNV-CD
126031,18,1,DNV-CD
126032,18,1,DNV-CD
126033,18,1,DNV-CD
126034,18,1,DNV-CD
126035,18,1,DNV-CD
126036,18,1,DNV-CD
126037,18,1,DNV-CD
126038,18,1,DNV-CD
126039,18,1,DNV-CD
126040,18,1,DNV-CD
126041,18,1,DNV-CD
126042,18,1,DNV-CD
126043,18,1,DNV-CD
126044,18,1,DNV-CD
126045,18,1,DNV-CD
126046,18,1,DNV-CD
126047,18,1,DNV-CD
126048,18,1,DNV-CD
126049,18,1,DNV-CD
126050,18,1,DNV-CD
126051,18,1,DNV-CD
126052,18,1,DNV-CD
126053,18,1,DNV-CD
126054,18,1,DNV-CD
126055,18,1,DNV-CD
126056,18,1,DNV-CD
126057,18,1,DNV-CD
126058,18,1,DNV-CD
126059,18,1,DNV-CD
126060,18,1,DNV-CD
126061,18,1,DNV-CD
126062,18,1,DNV-CD
126063,18,1,DNV-CD
126064,18,1,DNV-CD
126065,18,1,DNV-CD
126066,18,1,DNV-CD
126067,18,1,DNV-CD
126068,18,1,DNV-CD
126069,18,1,DNV-CD
126070,18,1,DNV-CD
126071,18,1,DNV-CD
126072,18,1,DNV-CD
126073,18,1,DNV-CD
126074,18,1,DNV-CD
126075,18,1,DNV-CD
126076,18,1,DNV-CD
126077,18,1,DNV-CD
126078,18,1,DNV-CD
126079,18,1,DNV-CD
126080,18,1,DNV-CD
126081,18,1,DNV-CD
126082,18,1,DNV-CD
126083,18,1,DNV-CD
126084,18,1,DNV-CD
126085,18,1,DNV-CD
126086,18,1,DNV-CD
126087,18,1,DNV-CD
126088,18,1,DNV-CD
126089,18,1,DNV-CD
126090,18,1,DNV-CD
126091,18,1,DNV-CD
126092,18,1,DNV-CD
126093,18,1,DNV-CD
126094,18,1,DNV-CD
126095,18,1,DNV-CD
126096,18,1,DNV-CD
126097,18,1,DNV-CD
126098,18,1,DNV-CD
126099,18,1,DNV-CD
126100,18,1,DNV-CD
126101,18,1,DNV-CD
126102,18,1,DNV-CD
126103,18,1,DNV-CD
126104,18,1,DNV-CD
126105,18,1,DNV-CD
126106,18,1,DNV-CD
126107,18,1,DNV-CD
126108,18,1,DNV-CD
126109,18,1,DNV-CD
126110,18,1,DNV-CD
126111,18,1,DNV-CD
126112,18,1,DNV-CD
126113,18,1,DNV-CD
126114,18,1,DNV-CD
126115,18,1,DNV-CD
126116,18,1,DNV-CD
126117,18,1,DNV-CD
126118,18,1,DNV-CD
126119,18,1,DNV-CD
126120,18,1,DNV-CD
126121,18,1,DNV-CD
126122,18,1,DNV-CD
126123,18,1,DNV-CD
126124,18,1,DNV-CD
126125,18,1,DNV-CD
126126,18,1,DNV-CD
126127,18,1,DNV-CD
126128,18,1,DNV-CD
126129,18,1,DNV-CD
126130,18,1,DNV-CD
126131,18,1,DNV-CD
126132,18,1,DNV-CD
126133,18,1,DNV-CD
126134,20,1,DNV-CD
126135,20,1,DNV-CD
126136,20,1,DNV-CD
126137,20,1,DNV-CD
126138,20,1,DNV-CD
126139,20,1,DNV-CD
126140,20,1,DNV-CD
126141,20,1,DNV-CD
126142,20,1,DNV-CD
126143,20,1,DNV-CD
126144,20,1,DNV-CD
126145,20,1,DNV-CD
126146,20,1,DNV-CD
126147,20,1,DNV-CD
126148,20,1,DNV-CD
126149,20,1,DNV-CD
126150,20,1,DNV-CD
126151,18,1,DNV-CD
126152,18,1,DNV-CD
126153,18,1,DNV-CD
126154,18,1,DNV-CD
126155,18,1,DNV-CD
126156,18,1,DNV-CD
126157,18,1,DNV-CD
126158,18,1,DNV-CD
126159,18,1,DNV-CD
126160,18,1,DNV-CD
126161,18,1,DNV-CD
126162,18,1,DNV-CD
126163,18,1,DNV-CD
126164,18,1,DNV-CD
126165,18,1,DNV-CD
126166,18,1,DNV-CD
126167,18,1,DNV-CD
126168,18,1,DNV-CD
126169,18,1,DNV-CD
126170,18,1,DNV-CD
126171,18,1,DNV-CD
126172,18,1,DNV-CD
126173,18,1,DNV-CD
126174,18,1,DNV-CD
126175,18,1,DNV-CD
126176,18,1,DNV-CD
126177,18,1,DNV-CD
126178,18,1,DNV-CD
126179,18,1,DNV-CD
126180,18,1,DNV-CD
126181,18,1,DNV-CD
126182,18,1,DNV-CD
126183,20,1,DNV-CD
126184,18,1,DNV-CD
126185,18,1,DNV-CD
126186,20,1,DNV-CD
126187,20,1,DNV-CD
126188,20,1,DNV-CD
126189,20,1,DNV-CD
126190,20,1,DNV-CD
126191,18,1,DNV-CD
126192,20,1,DNV-CD
126193,18,1,DNV-CD
126194,18,1,DNV-CD
126195,18,1,DNV-CD
126196,18,1,DNV-CD
126197,18,1,DNV-CD
126198,18,1,DNV-CD
126199,20,1,DNV-CD
126200,20,1,DNV-CD
126201,20,1,DNV-CD
126202,20,1,DNV-CD
126203,20,1,DNV-CD
126204,20,1,DNV-CD
126205,20,1,DNV-CD
126206,20,1,DNV-CD
126207,20,1,DNV-CD
126208,20,1,DNV-CD
126209,20,1,DNV-CD
126210,20,1,DNV-CD
126211,20,1,DNV-CD
126212,18,1,DNV-CD
126213,20,1,DNV-CD
126214,20,1,DNV-CD
126215,20,1,DNV-CD
126216,20,1,DNV-CD
126217,20,1,DNV-CD
126218,20,1,DNV-CD
126219,20,1,DNV-CD
126220,20,1,DNV-CD
126221,20,1,DNV-CD
126222,20,1,DNV-CD
126223,20,1,DNV-CD
126224,20,1,DNV-CD
126225,20,1,DNV-CD
126226,20,1,DNV-CD
126227,20,1,DNV-CD
126228,20,1,DNV-CD
126229,20,1,DNV-CD
126230,20,1,DNV-CD
126231,20,1,DNV-CD
126232,20,1,DNV-CD
126233,20,1,DNV-CD
126234,20,1,DNV-CD
126235,20,1,DNV-CD
126236,20,1,DNV-CD
126237,20,1,DNV-CD
126238,20,1,DNV-CD
126239,20,1,DNV-CD
126240,20,1,DNV-CD
126241,20,1,DNV-CD
126242,20,1,DNV-CD
126243,20,1,DNV-CD
126244,20,1,DNV-CD
126245,20,1,DNV-CD
126246,20,1,DNV-CD
126247,20,1,DNV-CD
126248,20,1,DNV-CD
126249,20,1,DNV-CD
126250,20,1,DNV-CD
126251,20,1,DNV-CD
126252,20,1,DNV-CD
126253,20,1,DNV-CD
126254,20,1,DNV-CD
126255,20,1,DNV-CD
126256,20,1,DNV-CD
126257,20,1,DNV-CD
